epoch,total,pde,ic,seis,bc
15243,1.9020635635e-02,1.5320101380e-01,9.8070735112e-04,7.8003495000e-03,6.7963851616e-03
15244,1.8957639113e-02,1.5470913053e-01,1.1061059777e-03,7.5885970145e-03,6.7317397334e-03
15245,2.0061498508e-02,1.7905202508e-01,1.0556092020e-03,7.2833858430e-03,8.7548224255e-03
15246,2.0695604384e-02,1.6617737710e-01,1.2005208991e-03,7.7876560390e-03,1.2273510918e-02
15247,2.0670058206e-02,1.6605834663e-01,1.1421939125e-03,8.5540823638e-03,6.4003053121e-03
15248,1.9654728472e-02,1.5309871733e-01,9.5741619589e-04,7.8685153276e-03,1.0667713359e-02
15249,1.9240964204e-02,1.4915822446e-01,1.1536304373e-03,7.8602125868e-03,7.9811159521e-03
15250,1.9736889750e-02,1.5194556117e-01,1.0294350795e-03,7.9751675949e-03,1.0266502388e-02
15251,2.0830264315e-02,1.7336942255e-01,1.0594220366e-03,7.9350490123e-03,1.0535406880e-02
15252,2.0582402125e-02,1.6892649233e-01,1.1824875837e-03,7.9467976466e-03,9.4495601952e-03
15253,1.9629560411e-02,1.5993075073e-01,1.0094229365e-03,7.7559053898e-03,8.7767615914e-03
15254,1.9604723901e-02,1.5943010151e-01,1.1968738399e-03,7.8663211316e-03,6.6450624727e-03
15255,1.8674185500e-02,1.4364920557e-01,1.0277986294e-03,7.6495297253e-03,8.5632754490e-03
15256,1.8317406997e-02,1.4310833812e-01,1.1154077947e-03,7.7952472493e-03,4.6152402647e-03
15257,1.9356930628e-02,1.4844061434e-01,1.0188203305e-03,7.6858382672e-03,1.1287149042e-02
15258,1.8667306751e-02,1.4403262734e-01,9.6854066942e-04,7.5796153396e-03,9.3439696357e-03
15259,1.9133003429e-02,1.5775914490e-01,1.0559102520e-03,7.4243489653e-03,8.5327727720e-03
15260,2.0060649142e-02,1.8184721470e-01,1.0128428694e-03,7.2654522955e-03,8.2460222766e-03
15261,1.9515283406e-02,1.6542810202e-01,9.9849514663e-04,7.4727358297e-03,8.5206627846e-03
15262,2.0892364904e-02,1.6800922155e-01,9.7625562921e-04,7.7906921506e-03,1.4445450157e-02
15263,1.9178114831e-02,1.5203744173e-01,9.6533796750e-04,7.6314806938e-03,9.6875112504e-03
15264,1.9719462842e-02,1.5147472918e-01,1.1988024926e-03,7.9991612583e-03,8.9861918241e-03
15265,2.0536838099e-02,1.5096783638e-01,1.0773377726e-03,8.0041568726e-03,1.5374130569e-02
15266,2.0420961082e-02,1.6091138124e-01,1.0355217382e-03,8.0048702657e-03,1.1560165323e-02
15267,2.0371336490e-02,1.6218148172e-01,1.0943815578e-03,7.8261755407e-03,1.1843133718e-02
15268,1.9975423813e-02,1.6024002433e-01,1.0141159873e-03,7.8793205321e-03,9.9608087912e-03
15269,1.9507963210e-02,1.6228839755e-01,1.0928025004e-03,7.8143458813e-03,6.1568398960e-03
15270,1.8940523267e-02,1.5100164711e-01,1.0341421003e-03,7.5563946739e-03,8.5908230394e-03
15271,1.8789380789e-02,1.4612890780e-01,1.1770406272e-03,7.7045504004e-03,7.0695625618e-03
15272,1.9721819088e-02,1.5250329673e-01,1.0115725454e-03,7.9929307103e-03,9.9570946768e-03
15273,1.8978735432e-02,1.5201868117e-01,1.0025470983e-03,7.6445546001e-03,8.0119241029e-03
15274,1.9370034337e-02,1.5554577112e-01,1.1474366765e-03,7.5285118073e-03,9.4073005021e-03
15275,2.0098153502e-02,1.7628219724e-01,1.0749649955e-03,7.3716514744e-03,9.0873045847e-03
15276,1.9995613024e-02,1.7480380833e-01,9.9284749012e-04,7.5033837929e-03,8.3900913596e-03
15277,2.0749852061e-02,1.8102633953e-01,1.0775625706e-03,7.7174725011e-03,9.0666962788e-03
15278,1.9497055560e-02,1.6786116362e-01,9.7277440364e-04,7.5050704181e-03,7.5009171851e-03
15279,1.9164096564e-02,1.5314440429e-01,1.1360032950e-03,7.7083301730e-03,7.4725160375e-03
15280,1.8978083506e-02,1.4912660420e-01,1.0057298932e-03,7.7211009338e-03,8.3380015567e-03
15281,2.0494472235e-02,1.7845693231e-01,1.0210641194e-03,7.8061791137e-03,7.8876335174e-03
15282,2.1208556369e-02,1.9065499306e-01,1.2301017996e-03,7.9204645008e-03,6.2743211165e-03
15283,1.9921066239e-02,1.7666527629e-01,1.0176354554e-03,7.5831906870e-03,6.4689149149e-03
15284,2.0545907319e-02,1.6819928586e-01,1.1057535885e-03,7.5331637636e-03,1.3269281015e-02
15285,1.8844896927e-02,1.4476220310e-01,1.0283101583e-03,7.7807921916e-03,8.2768369466e-03
15286,1.9574088976e-02,1.5097357333e-01,1.2011225335e-03,7.9879555851e-03,8.2582635805e-03
15287,2.0282087848e-02,1.6176061332e-01,1.1371108703e-03,8.0269100145e-03,9.4976918772e-03
15288,1.8848763779e-02,1.5535753965e-01,1.0098259663e-03,7.5273429975e-03,6.9216513075e-03
15289,1.9306104630e-02,1.5771766007e-01,1.0396994185e-03,7.3987315409e-03,1.0013627820e-02
15290,2.0477736369e-02,1.8284027278e-01,1.0192643385e-03,7.2489413433e-03,1.0784853250e-02
15291,2.0276704803e-02,1.7192883790e-01,1.0611361358e-03,7.5155445375e-03,1.0669820011e-02
15292,2.0820092410e-02,1.6592194140e-01,1.0525964899e-03,7.8949145973e-03,1.3316673227e-02
15293,1.9326090813e-02,1.5764442086e-01,9.7041361732e-04,7.5578745455e-03,9.3600461259e-03
15294,1.9509354606e-02,1.4695715904e-01,1.2339494424e-03,7.9858815297e-03,8.9632580057e-03
15295,1.9055213779e-02,1.5011292696e-01,1.0532841552e-03,7.7111991122e-03,8.2856127992e-03
15296,2.0668197423e-02,1.6249914467e-01,1.0467567481e-03,7.8588929027e-03,1.3772068545e-02
15297,2.0774986595e-02,1.7472417653e-01,1.1315301526e-03,7.8287655488e-03,1.0084853508e-02
15298,2.0294945687e-02,1.8205392361e-01,9.9465623498e-04,7.6765986159e-03,6.5711676143e-03
15299,2.0538363606e-02,1.7338851094e-01,1.2266552076e-03,7.6908133924e-03,9.4220349565e-03
15300,1.9570088014e-02,1.5816555917e-01,1.1283990461e-03,7.7150408179e-03,8.5024125874e-03
15301,2.0096780732e-02,1.4968064427e-01,1.3288375922e-03,8.0116130412e-03,1.1133169755e-02
15302,2.0157659426e-02,1.5495064855e-01,1.1455190834e-03,8.2318801433e-03,9.2423511669e-03
15303,1.8926687539e-02,1.4925739169e-01,9.8338141106e-04,7.8033106402e-03,7.4430764653e-03
15304,1.9220782444e-02,1.5849909186e-01,1.0735486867e-03,7.5492169708e-03,7.7547980472e-03
15305,2.0071076229e-02,1.8325720727e-01,1.0089611169e-03,7.3107695207e-03,7.5088720769e-03
15306,2.0747231320e-02,1.8139037490e-01,1.0888886172e-03,7.6389708556e-03,9.4803897664e-03
15307,2.1740870550e-02,1.8533487618e-01,1.0100860381e-03,8.1671960652e-03,1.1089351028e-02
15308,2.0161701366e-02,1.6529080272e-01,9.5169880660e-04,7.8375078738e-03,1.0269684717e-02
15309,1.9570929930e-02,1.5486010909e-01,1.2742485851e-03,7.9764248803e-03,6.5464456566e-03
15310,2.0019451156e-02,1.5774218738e-01,1.0464987718e-03,8.0574974418e-03,9.4456393272e-03
15311,2.0244821906e-02,1.6723269224e-01,1.0288933991e-03,8.1164315343e-03,7.4304975569e-03
15312,2.0829638466e-02,1.7294335365e-01,1.0802003089e-03,7.9995663837e-03,1.0018604808e-02
15313,2.0133301616e-02,1.6649240255e-01,9.7365886904e-04,7.7166920528e-03,1.0499947704e-02
15314,1.9899178296e-02,1.6031192243e-01,1.1274985736e-03,7.7469218522e-03,9.7318431363e-03
15315,1.9087465480e-02,1.4490714669e-01,1.0463505751e-03,7.6888613403e-03,1.0460830294e-02
15316,1.9024392590e-02,1.4694361389e-01,1.1429898441e-03,7.8348033130e-03,7.5497068465e-03
15317,1.9104510546e-02,1.5126149356e-01,1.0691077914e-03,7.9972185194e-03,5.8377753012e-03
15318,1.8568610772e-02,1.4458808303e-01,9.9998433143e-04,7.5373961590e-03,8.6289811879e-03
15319,1.8961112946e-02,1.5795822442e-01,1.0266526369e-03,7.3586525396e-03,8.0411070958e-03
15320,2.0207017660e-02,1.7846214771e-01,1.0250689229e-03,7.4864276685e-03,8.5008526221e-03
15321,2.0969459787e-02,1.7889043689e-01,1.0206466541e-03,7.7782524750e-03,1.1135920882e-02
15322,2.0903052762e-02,1.7617137730e-01,1.0666040471e-03,7.8863697127e-03,1.0428236797e-02
15323,1.9335968420e-02,1.5419746935e-01,9.4950618222e-04,7.9614389688e-03,7.4857482687e-03
15324,1.9978484139e-02,1.5143731236e-01,1.1886408320e-03,8.0062989146e-03,1.0736130178e-02
15325,2.0461605862e-02,1.6270896792e-01,1.1216998100e-03,8.1311454996e-03,9.6472222358e-03
15326,2.0504796878e-02,1.6779451072e-01,1.0521437507e-03,8.0451760441e-03,9.3914447352e-03
15327,2.0285472274e-02,1.6796892881e-01,1.1576385004e-03,7.8324098140e-03,8.8699627668e-03
15328,1.9026298076e-02,1.7060418427e-01,9.7897183150e-04,7.5424332172e-03,3.1079666223e-03
15329,1.9780019298e-02,1.5518172085e-01,1.2102001347e-03,7.9917944968e-03,8.1371897832e-03
15330,1.9246779382e-02,1.3934835792e-01,1.1612437665e-03,7.8823920339e-03,1.1061658151e-02
15331,1.9402924925e-02,1.4133538306e-01,1.1804075912e-03,7.7561242506e-03,1.2322669849e-02
15332,1.9327394664e-02,1.5113864839e-01,1.0303413728e-03,7.7743353322e-03,9.4061251730e-03
15333,1.8863536417e-02,1.5574488044e-01,1.0027138051e-03,7.5118588284e-03,7.0623117499e-03
15334,2.0170299336e-02,1.6499218345e-01,1.0612714104e-03,7.6267621480e-03,1.1382019147e-02
15335,2.0698390901e-02,1.9072365761e-01,1.0268975748e-03,7.4210064486e-03,8.2006808370e-03
15336,2.1062171087e-02,1.8983691931e-01,9.8990811966e-04,7.5298571028e-03,1.0297258385e-02
15337,2.1269746125e-02,1.8561740220e-01,1.0599688394e-03,7.7592618763e-03,1.0785289109e-02
15338,1.9641762599e-02,1.6450937092e-01,9.8820368294e-04,7.8334454447e-03,6.8530333228e-03
15339,1.9737513736e-02,1.6018362343e-01,1.1760244379e-03,8.0001214519e-03,6.3477410004e-03
15340,2.0506076515e-02,1.6837593913e-01,1.0610102909e-03,8.1324633211e-03,8.4487432614e-03
15341,2.0332040265e-02,1.6804809868e-01,1.0063634254e-03,7.8779943287e-03,9.7978487611e-03
15342,1.9691510126e-02,1.6235473752e-01,1.1001204839e-03,7.5587490574e-03,9.3543641269e-03
15343,1.9380090758e-02,1.5784338117e-01,9.9417229649e-04,7.5451880693e-03,9.5968265086e-03
15344,1.9864168018e-02,1.5826097131e-01,1.1867904104e-03,8.0323126167e-03,7.5036841445e-03
15345,1.8596049398e-02,1.3726852834e-01,1.1863752734e-03,7.9659847543e-03,6.5804221667e-03
15346,1.9143102691e-02,1.3867856562e-01,1.1949697509e-03,7.8583667055e-03,1.0561083443e-02
15347,1.9321069121e-02,1.5611761808e-01,1.0172214825e-03,7.6854554936e-03,8.5028009489e-03
15348,1.8736727536e-02,1.5250551701e-01,9.7452965565e-04,7.5030550361e-03,7.5550414622e-03
15349,1.9860375673e-02,1.6642072797e-01,1.0326674674e-03,7.5715901330e-03,9.4717470929e-03
15350,2.0020198077e-02,1.7568804324e-01,1.0225555161e-03,7.2183921002e-03,1.0341137648e-02
15351,1.9800206646e-02,1.6982629895e-01,1.0170975002e-03,7.2521008551e-03,1.0595156811e-02
15352,2.0066866651e-02,1.6853709519e-01,1.0563668329e-03,7.5272265822e-03,1.0339821689e-02
15353,2.0379776135e-02,1.6315025091e-01,1.0438938625e-03,7.5945798308e-03,1.3765815645e-02
15354,2.0339636132e-02,1.5906496346e-01,1.2375365477e-03,8.1729404628e-03,8.9421542361e-03
15355,2.0508561283e-02,1.5499970317e-01,1.0338085704e-03,8.4789954126e-03,1.0333141312e-02
15356,1.9271025434e-02,1.5373827517e-01,1.0277885012e-03,7.7792126685e-03,8.1417821348e-03
15357,2.0126884803e-02,1.6885036230e-01,1.1198512511e-03,7.5261988677e-03,1.0220509954e-02
15358,1.9681541249e-02,1.6286523640e-01,9.6323678736e-04,7.5659966096e-03,9.9723050371e-03
15359,1.9981393591e-02,1.6751004755e-01,1.1162264273e-03,7.8644603491e-03,7.0154215209e-03
15360,1.8700692803e-02,1.4169201255e-01,9.8520331085e-04,7.6806535944e-03,9.4273705035e-03
15361,1.8379183486e-02,1.3682140410e-01,1.0619886452e-03,7.7766678296e-03,7.6274857856e-03
15362,1.8914528191e-02,1.4804281294e-01,1.0303773452e-03,7.6125450432e-03,8.9797107503e-03
15363,1.9871415570e-02,1.5439768136e-01,9.6592667978e-04,7.6837884262e-03,1.3100389391e-02
15364,2.0099943504e-02,1.6471180320e-01,1.1418192880e-03,7.8487973660e-03,8.6931725964e-03
15365,2.0381573588e-02,1.8842554092e-01,1.0449293768e-03,7.5153256766e-03,5.9798387811e-03
15366,1.9643867388e-02,1.6693338752e-01,1.0124405380e-03,7.5079612434e-03,8.5013508797e-03
15367,1.9748438150e-02,1.6650240123e-01,9.8503532354e-04,7.7993068844e-03,7.1940813214e-03
15368,2.0478889346e-02,1.7089788616e-01,9.8438176792e-04,7.8034568578e-03,1.0569760576e-02
15369,2.1219253540e-02,1.7668077350e-01,1.1544376612e-03,8.1578213722e-03,9.6092717722e-03
15370,2.0726338029e-02,1.6613148153e-01,1.1107984465e-03,8.4457695484e-03,7.8269327059e-03
15371,2.0077802241e-02,1.6556519270e-01,1.0384286288e-03,7.7919862233e-03,9.4048688188e-03
15372,1.9962724298e-02,1.6546538472e-01,1.1218539439e-03,7.6430481859e-03,9.3062939122e-03
15373,2.0609194413e-02,1.6467434168e-01,9.8716537468e-04,7.7822622843e-03,1.3663980179e-02
15374,2.0498979837e-02,1.6913948953e-01,1.1566735338e-03,7.8455144539e-03,9.8047628999e-03
15375,1.8897781149e-02,1.3667017221e-01,1.1649188818e-03,7.9555818811e-03,9.0177021921e-03
15376,1.9071983173e-02,1.3914026320e-01,1.2700882507e-03,7.9398937523e-03,8.7800519541e-03
15377,1.9721159711e-02,1.5750029683e-01,1.0480643250e-03,7.9902242869e-03,8.0653987825e-03
15378,2.0342569798e-02,1.5959978104e-01,1.0332213715e-03,8.0183092505e-03,1.1382584460e-02
15379,1.9881501794e-02,1.7385464907e-01,1.0286795441e-03,7.7249035239e-03,5.9346929193e-03
15380,2.0280716941e-02,1.9448126853e-01,1.0709185153e-03,7.2647146881e-03,5.1205120981e-03
15381,2.0706782117e-02,1.7655339837e-01,1.0285109747e-03,7.3888255283e-03,1.3226724230e-02
15382,2.0953061059e-02,1.8455514312e-01,9.7884971183e-04,7.9068988562e-03,8.3878207952e-03
15383,2.0695332438e-02,1.7640922964e-01,9.8558305763e-04,8.1343576312e-03,7.5203888118e-03
15384,2.1049022675e-02,1.7078398168e-01,1.1241736356e-03,8.3535127342e-03,9.0762246400e-03
15385,1.9361734390e-02,1.5721991658e-01,1.0382868350e-03,7.7395765111e-03,7.8330654651e-03
15386,1.9240368158e-02,1.5930603445e-01,9.9892844446e-04,7.5338538736e-03,8.2367565483e-03
15387,1.9870514050e-02,1.7233309150e-01,1.1121655116e-03,7.5542274863e-03,7.1774711832e-03
15388,2.0659983158e-02,1.8118132651e-01,1.0074020829e-03,7.8384978697e-03,7.9154511914e-03
15389,2.0213253796e-02,1.6526414454e-01,1.0916157626e-03,7.7767372131e-03,1.0175638832e-02
15390,1.8900832161e-02,1.3909456134e-01,1.0347373318e-03,7.6753888279e-03,1.1339324526e-02
15391,1.8861552700e-02,1.4354236424e-01,1.1774913874e-03,7.8731467947e-03,7.0610963739e-03
15392,1.9979070872e-02,1.6350109875e-01,1.0662693530e-03,7.9647600651e-03,7.8668994829e-03
15393,1.8718373030e-02,1.5071734786e-01,1.0108931456e-03,7.5901066884e-03,7.0899007842e-03
15394,1.9006589428e-02,1.5231500566e-01,1.0688448092e-03,7.4103213847e-03,9.5307203010e-03
15395,1.9144468009e-02,1.6435812414e-01,1.0125471745e-03,7.2436053306e-03,8.1445788965e-03
15396,1.9364111125e-02,1.5981079638e-01,1.0907675605e-03,7.4699129909e-03,8.7927170098e-03
15397,2.0494841039e-02,1.6892501712e-01,1.0387586663e-03,8.0785294995e-03,8.7706316262e-03
15398,1.9306041300e-02,1.5864038467e-01,9.9325226620e-04,7.8961690888e-03,6.0357600451e-03
15399,1.9345682114e-02,1.5172518790e-01,1.0184010025e-03,7.6700164936e-03,1.0246677324e-02
15400,1.9011259079e-02,1.5146902204e-01,1.0305905016e-03,7.4087576941e-03,1.0111378506e-02
15401,1.8814032897e-02,1.5394778550e-01,1.0201625992e-03,7.4360664003e-03,7.8213298693e-03
15402,2.0002668723e-02,1.7363125086e-01,1.1493046768e-03,7.5257364661e-03,7.6061165892e-03
15403,2.0070714876e-02,1.7159250379e-01,9.6764462069e-04,7.5922189280e-03,9.4185397029e-03
15404,1.9430030137e-02,1.6157135367e-01,1.1445351411e-03,7.5760846958e-03,7.4375043623e-03
15405,1.8982874230e-02,1.4516070485e-01,1.0882974602e-03,7.5604189187e-03,1.0426928289e-02
15406,1.9101731479e-02,1.4777004719e-01,1.2833214132e-03,7.7048167586e-03,7.8941844404e-03
15407,2.0027104765e-02,1.6352841258e-01,1.0642101988e-03,7.7924840152e-03,9.5699476078e-03
15408,1.9101560116e-02,1.5031759441e-01,9.9997117650e-04,7.5497245416e-03,1.0173593648e-02
15409,1.8758827820e-02,1.4956934750e-01,1.0484646773e-03,7.4564926326e-03,8.5606891662e-03
15410,1.9169749692e-02,1.7119847238e-01,1.0000017937e-03,7.1967979893e-03,6.4911050722e-03
15411,1.9664442167e-02,1.7245751619e-01,1.0352992686e-03,7.5451890007e-03,6.3469382003e-03
15412,2.1170431748e-02,1.8562835455e-01,1.0279952548e-03,7.8179733828e-03,9.8629985005e-03
15413,1.9857160747e-02,1.6917675734e-01,9.7267050296e-04,7.5973458588e-03,8.7255695835e-03
15414,1.8756859004e-02,1.5207637846e-01,1.1570358183e-03,7.4902288616e-03,6.7181908526e-03
15415,1.8664434552e-02,1.4567312598e-01,1.0190142784e-03,7.5066108257e-03,9.0255346149e-03
15416,1.9459689036e-02,1.5717932582e-01,1.0505400132e-03,7.7486974187e-03,8.3449594676e-03
15417,2.1034711972e-02,1.7656268179e-01,1.0967261624e-03,7.9765422270e-03,1.0253329761e-02
15418,1.9616942853e-02,1.6315913200e-01,1.0238648392e-03,7.8044175170e-03,7.1321274154e-03
15419,1.9983727485e-02,1.5827414393e-01,1.0581528768e-03,7.5214249082e-03,1.3241047971e-02
15420,1.8606992438e-02,1.4900830388e-01,1.0206506122e-03,7.3682190850e-03,8.6270896718e-03
15421,1.9658830017e-02,1.5850740671e-01,1.2211331632e-03,7.8396983445e-03,7.3645752855e-03
15422,2.0401015878e-02,1.6295936704e-01,1.0494095040e-03,8.1113949418e-03,9.7997440025e-03
15423,1.8736811355e-02,1.5176860988e-01,9.7685493529e-04,7.5176861137e-03,7.6686670072e-03
15424,1.9399372861e-02,1.4901565015e-01,1.0617799126e-03,7.3295952752e-03,1.3941972516e-02
15425,2.0265506580e-02,1.8158380687e-01,1.0338227730e-03,7.3858154938e-03,8.5967602208e-03
15426,2.0854983479e-02,1.8352645636e-01,1.1041040998e-03,7.7420026064e-03,8.5610197857e-03
15427,2.1175894886e-02,1.8834637105e-01,9.6891564317e-04,8.0322120339e-03,7.6733804308e-03
15428,1.9528752193e-02,1.6328838468e-01,9.4213208649e-04,7.7375327237e-03,7.5810765848e-03
15429,1.9249025732e-02,1.4987735450e-01,1.2156942394e-03,7.7857491560e-03,7.9770842567e-03
15430,1.9473936409e-02,1.5347447991e-01,1.0576605564e-03,7.9021658748e-03,8.3996867761e-03
15431,2.0088424906e-02,1.6840831935e-01,1.0551665910e-03,7.9403743148e-03,7.2292909026e-03
15432,2.0639432594e-02,1.7021216452e-01,1.1127236066e-03,7.8845256940e-03,1.0364461690e-02
15433,1.9363990054e-02,1.6207402945e-01,9.9128461443e-04,7.5442846864e-03,8.1057483330e-03
15434,1.9925709814e-02,1.6438862681e-01,1.1515512597e-03,7.6236440800e-03,9.3756914139e-03
15435,1.9053287804e-02,1.5928399563e-01,1.1282665655e-03,7.6532135718e-03,5.1797670312e-03
15436,1.9975923002e-02,1.6273005307e-01,1.2661609799e-03,7.7212108299e-03,8.7187113240e-03
15437,1.9516866654e-02,1.5995536745e-01,1.0573264444e-03,7.6911691576e-03,8.2157766446e-03
15438,1.9213739783e-02,1.4958107471e-01,9.7975926474e-04,7.4160085060e-03,1.2371444143e-02
15439,1.9125141203e-02,1.6326971352e-01,1.1164080352e-03,7.4957152829e-03,5.6692520157e-03
15440,2.0828129724e-02,1.9359195232e-01,1.0188412853e-03,7.3609426618e-03,8.6437296122e-03
15441,2.0359067246e-02,1.7942042649e-01,1.0289235506e-03,7.3585161008e-03,1.0192682967e-02
15442,2.0764011890e-02,1.7933221161e-01,1.0641403496e-03,7.6376674697e-03,1.0453735478e-02
15443,2.0003939047e-02,1.6375936568e-01,9.9830585532e-04,7.6314024627e-03,1.1066535488e-02
15444,2.0161163062e-02,1.5182296932e-01,1.3559826184e-03,8.0898962915e-03,1.0041041300e-02
15445,1.9995329902e-02,1.5642087162e-01,1.1835035402e-03,8.0583924428e-03,8.8047301397e-03
15446,2.0116530359e-02,1.5740308166e-01,1.0522539960e-03,7.9209124669e-03,1.1260190979e-02
15447,1.9241224974e-02,1.6218735278e-01,1.0921986541e-03,7.6555507258e-03,5.6866584346e-03
15448,1.9425837323e-02,1.5831609070e-01,9.9457264878e-04,7.7928192914e-03,7.7605079859e-03
15449,2.0163863897e-02,1.6038851440e-01,1.1557659600e-03,7.8105488792e-03,1.0773412883e-02
15450,1.9075838849e-02,1.5002693236e-01,1.0840822943e-03,7.7650519088e-03,7.8156469390e-03
15451,1.8807416782e-02,1.5153461695e-01,1.2270031730e-03,7.6306648552e-03,5.6458902545e-03
15452,1.9292028621e-02,1.6103447974e-01,1.0217665695e-03,7.8221103176e-03,5.5466955528e-03
15453,1.9156055525e-02,1.5260943770e-01,9.7659672610e-04,7.6163811609e-03,9.3955202028e-03
15454,1.9642747939e-02,1.6756393015e-01,1.0782988975e-03,7.4948500842e-03,7.9495394602e-03
15455,2.0577400923e-02,1.8969100714e-01,1.0216161609e-03,7.0901270956e-03,1.0420526378e-02
15456,2.0237430930e-02,1.8185873330e-01,9.8721554969e-04,7.3108868673e-03,9.2280954123e-03
15457,2.1030742675e-02,1.8759313226e-01,1.0345939081e-03,7.6411217451e-03,9.6476376057e-03
15458,2.0193666220e-02,1.7182919383e-01,1.0559029179e-03,7.8614167869e-03,7.4173477478e-03
15459,2.0054494962e-02,1.5715789795e-01,1.3771265512e-03,7.9884659499e-03,8.2220947370e-03
15460,1.9669337198e-02,1.5310826898e-01,1.0881696362e-03,7.6124048792e-03,1.1939114891e-02
15461,1.8414359540e-02,1.4818774164e-01,1.0642965790e-03,7.6422453858e-03,5.1332069561e-03
15462,1.9497876987e-02,1.6221871972e-01,1.0841242038e-03,7.6257381588e-03,7.6795546338e-03
15463,1.9862670451e-02,1.6000176966e-01,9.8186137620e-04,7.5532095507e-03,1.2112461962e-02
15464,1.9702279940e-02,1.6154912114e-01,1.0231209453e-03,7.5639579445e-03,1.0166351683e-02
15465,1.8267748877e-02,1.4600798488e-01,9.8122167401e-04,7.2894766927e-03,8.2583567128e-03
15466,1.9108908251e-02,1.4514468610e-01,1.1891719187e-03,7.6451627538e-03,9.9220341071e-03
15467,1.9781837240e-02,1.5521012247e-01,1.0739117861e-03,8.0188279971e-03,8.8321622461e-03
15468,1.8423197791e-02,1.4681671560e-01,1.0143090039e-03,7.7345999889e-03,5.2435561083e-03
15469,1.9165622070e-02,1.5054382384e-01,1.0167832952e-03,7.5206775218e-03,1.0645551607e-02
15470,1.9578041509e-02,1.7705081403e-01,1.0036542080e-03,7.2062117979e-03,7.1626203135e-03
15471,2.0854908973e-02,1.8857516348e-01,9.7957637627e-04,7.4159088545e-03,1.0316562839e-02
15472,2.1661296487e-02,2.0199468732e-01,1.0315639665e-03,7.8698294237e-03,7.2413543239e-03
15473,2.0152581856e-02,1.7659524083e-01,9.8588014953e-04,7.5618554838e-03,8.4180748090e-03
15474,1.9460979849e-02,1.5452297032e-01,1.2277013157e-03,7.9003497958e-03,6.8447226658e-03
15475,1.8865736201e-02,1.4574246109e-01,1.0761658195e-03,7.8319264576e-03,7.3609040119e-03
15476,2.0108025521e-02,1.6859103739e-01,1.0157495271e-03,7.8033525497e-03,8.6579993367e-03
15477,2.0213896409e-02,1.7950479686e-01,1.1435569031e-03,7.5073484331e-03,7.2418777272e-03
15478,2.0674988627e-02,1.7600888014e-01,9.9410733674e-04,7.2740083560e-03,1.4344180003e-02
15479,1.9984116778e-02,1.6794547439e-01,1.2382393470e-03,7.6002255082e-03,8.1888986751e-03
15480,1.9283927977e-02,1.4644896984e-01,1.1737989262e-03,7.9939523712e-03,7.9662408680e-03
15481,2.0812466741e-02,1.4875710011e-01,1.3272616779e-03,8.3800777793e-03,1.3275043108e-02
15482,2.0623248070e-02,1.5581113100e-01,1.1124307057e-03,8.2854460925e-03,1.1851495132e-02
15483,1.8998725340e-02,1.5344063938e-01,1.0265457677e-03,7.8030242585e-03,6.2434454449e-03
15484,1.9367100671e-02,1.6719561815e-01,1.0664073052e-03,7.3675028980e-03,7.3327203281e-03
15485,2.0625432953e-02,1.9305104017e-01,9.9353049882e-04,7.2053615004e-03,8.8861081749e-03
15486,2.1087756380e-02,1.9571840763e-01,9.9840259645e-04,7.5157773681e-03,8.5633378476e-03
15487,2.1575940773e-02,1.9557379186e-01,1.0046273237e-03,7.8507205471e-03,9.1450512409e-03
15488,1.9429385662e-02,1.6783790290e-01,9.4464007998e-04,7.6044835150e-03,6.4497962594e-03
15489,1.9372386858e-02,1.5321797132e-01,1.2079069857e-03,7.7026048675e-03,8.4030292928e-03
15490,1.9231911749e-02,1.4551155269e-01,1.0292901425e-03,7.6927086338e-03,1.1305281892e-02
15491,1.9558457658e-02,1.5741854906e-01,1.0204280261e-03,7.6956273988e-03,9.5490040258e-03
15492,1.9383234903e-02,1.6082781553e-01,1.0815529386e-03,7.5204288587e-03,8.2385027781e-03
15493,1.9656835124e-02,1.6287617385e-01,9.7940023988e-04,7.5879399665e-03,9.5206545666e-03
15494,1.9737398252e-02,1.6746304929e-01,1.1157530826e-03,7.5339637697e-03,8.0515667796e-03
15495,1.8554165959e-02,1.5189035237e-01,1.0478255572e-03,7.5232163072e-03,5.8930860832e-03
15496,1.9165642560e-02,1.5212945640e-01,1.0923796799e-03,7.6199569739e-03,8.8189477101e-03
15497,1.9210616127e-02,1.5358738601e-01,1.0005200747e-03,7.6993089169e-03,8.6103705689e-03
15498,1.8636656925e-02,1.4524261653e-01,9.8482496105e-04,7.6111038215e-03,8.3758393303e-03
15499,1.8713576719e-02,1.5565004945e-01,1.1102380231e-03,7.3909428902e-03,6.3446862623e-03
15500,1.9645718858e-02,1.7922696471e-01,9.9658605177e-04,7.1245636791e-03,7.5887190178e-03
15501,1.9116083160e-02,1.7007882893e-01,9.8286534194e-04,7.2295926511e-03,6.3584251329e-03
15502,2.0231075585e-02,1.7343989015e-01,9.6921925433e-04,7.5487289578e-03,1.0209247470e-02
15503,1.9855864346e-02,1.5488541126e-01,9.9293806124e-04,7.4339881539e-03,1.4652455226e-02
15504,2.0794950426e-02,1.5261134505e-01,1.2827636674e-03,7.7231219038e-03,1.7425816506e-02
15505,1.8659381196e-02,1.5328112245e-01,1.0106628761e-03,7.5825559907e-03,5.9039816260e-03
