epoch,total,pde,ic,seis,bc
6272,7.3968037963e-02,2.2782568634e-01,3.2008725684e-03,2.6379339397e-02,7.0129916072e-02
6273,7.7895171940e-02,2.1088817716e-01,3.6140589509e-03,2.5909051299e-02,1.1940600723e-01
6274,7.4667431414e-02,2.0602302253e-01,3.5305018537e-03,2.5823198259e-02,9.8331898451e-02
6275,8.4134943783e-02,2.1229998767e-01,3.2632404473e-03,2.6471838355e-02,1.6611620784e-01
6276,8.9873559773e-02,2.3635242879e-01,3.9182216860e-03,2.6641104370e-02,1.8632034957e-01
6277,8.4541648626e-02,2.5364822149e-01,3.2844203524e-03,2.7043059468e-02,1.2773182988e-01
6278,8.1131488085e-02,2.4703548849e-01,3.5057216883e-03,2.7346335351e-02,9.9189281464e-02
6279,8.4177814424e-02,2.6135221124e-01,3.7860635202e-03,2.7535121888e-02,1.0794872791e-01
6280,8.3369933069e-02,2.6106482744e-01,3.4531680867e-03,2.7751922607e-02,1.0151999444e-01
6281,8.1111110747e-02,2.7155181766e-01,3.6753793247e-03,2.8260357678e-02,6.5750151873e-02
6282,8.2025781274e-02,2.5176253915e-01,3.3341269009e-03,2.7139641345e-02,1.0671618581e-01
6283,8.1312708557e-02,2.3841293156e-01,3.6520333961e-03,2.6744116098e-02,1.1419335753e-01
6284,7.9165577888e-02,2.1563600004e-01,3.6635925062e-03,2.5591310114e-02,1.2959516048e-01
6285,7.7842772007e-02,2.1272525191e-01,3.3279173076e-03,2.5532081723e-02,1.2453510612e-01
6286,7.1193046868e-02,1.8601751328e-01,3.6051385105e-03,2.6251586154e-02,8.0073148012e-02
6287,7.5452089310e-02,2.1316453815e-01,3.3800583333e-03,2.5997389108e-02,9.7995765507e-02
6288,7.5438760221e-02,2.1700888872e-01,3.4200665541e-03,2.5711171329e-02,9.7925387323e-02
6289,7.7068507671e-02,2.2797177732e-01,3.4811925143e-03,2.5509715080e-02,1.0437971354e-01
6290,7.0651777089e-02,2.1119961143e-01,3.3586544450e-03,2.5668330491e-02,6.3922211528e-02
6291,7.5585342944e-02,2.1264207363e-01,3.4549012780e-03,2.5088209659e-02,1.1028265208e-01
6292,7.7164337039e-02,2.2472448647e-01,3.5967137665e-03,2.5074396282e-02,1.1236315966e-01
6293,8.0119676888e-02,2.2711493075e-01,3.3035210799e-03,2.4911113083e-02,1.3948325813e-01
6294,7.7286854386e-02,2.1811483800e-01,3.5289335065e-03,2.5543648750e-02,1.1359134316e-01
6295,7.4451349676e-02,2.1164479852e-01,3.6314539611e-03,2.5667786598e-02,9.2947795987e-02
6296,7.7747747302e-02,2.3462957144e-01,3.2786962111e-03,2.5810949504e-02,1.0241393745e-01
6297,7.6717816293e-02,2.1704681218e-01,3.5958965309e-03,2.5272335857e-02,1.1257280409e-01
6298,7.7653639019e-02,2.1495980024e-01,3.1807841733e-03,2.5644343346e-02,1.2091965228e-01
6299,7.8498780727e-02,1.9017434120e-01,3.4679193050e-03,2.5145895779e-02,1.5245488286e-01
6300,7.7632769942e-02,2.0280000567e-01,3.3478927799e-03,2.5610078126e-02,1.2991464138e-01
6301,7.2871863842e-02,1.9213406742e-01,3.1754439697e-03,2.6094408706e-02,9.4511650503e-02
6302,7.7682226896e-02,2.0621669292e-01,3.7900104653e-03,2.5342717767e-02,1.2713727355e-01
6303,7.3020093143e-02,2.0459683239e-01,3.4357975237e-03,2.4907648563e-02,9.8026148975e-02
6304,7.2917737067e-02,2.0419967175e-01,3.3534350805e-03,2.5019476190e-02,9.6792660654e-02
6305,7.6356738806e-02,1.9682872295e-01,3.4364280291e-03,2.5434412062e-02,1.2571519613e-01
6306,8.0223731697e-02,2.0740734041e-01,3.2352725975e-03,2.5405056775e-02,1.5116780996e-01
6307,7.0721119642e-02,2.1387344599e-01,3.6228075624e-03,2.6001717895e-02,5.5903229862e-02
6308,7.4815735221e-02,2.1838718653e-01,3.2136258669e-03,2.5477379560e-02,9.6227690578e-02
6309,7.6234705746e-02,2.2650225461e-01,3.3635254949e-03,2.5498285890e-02,9.9779345095e-02
6310,7.7371761203e-02,2.2963920236e-01,3.6281063221e-03,2.5640577078e-02,1.0265719146e-01
6311,7.8419268131e-02,2.6220923662e-01,3.2127357554e-03,2.6021150872e-02,8.2949072123e-02
6312,7.9450681806e-02,2.4840414524e-01,3.3907645848e-03,2.5461379439e-02,1.0856191069e-01
6313,8.5755571723e-02,2.3038755357e-01,3.3704759553e-03,2.5791876018e-02,1.7215432227e-01
6314,7.8121304512e-02,2.0575588942e-01,3.4153023735e-03,2.5272568688e-02,1.3517968357e-01
6315,7.4649065733e-02,2.0287533104e-01,3.4443223849e-03,2.5358371437e-02,1.0733041912e-01
6316,7.3067367077e-02,1.8819905818e-01,3.3010211773e-03,2.5393433869e-02,1.0713572055e-01
6317,7.5079187751e-02,1.9730810821e-01,3.6661000922e-03,2.5094671175e-02,1.1700221151e-01
6318,7.7605031431e-02,1.9768728316e-01,3.7100408226e-03,2.5009013712e-02,1.3843952119e-01
6319,7.0822753012e-02,2.0756471157e-01,3.7287317682e-03,2.5602938607e-02,6.6109478474e-02
6320,7.6649256051e-02,2.0482517779e-01,3.6569798831e-03,2.6944641024e-02,1.0077328235e-01
6321,8.4962144494e-02,2.3495730758e-01,3.4779009875e-03,2.6272170246e-02,1.5483547747e-01
6322,7.9684257507e-02,2.5465977192e-01,3.5573935602e-03,2.6777956635e-02,8.7449580431e-02
6323,8.3123728633e-02,2.7941259742e-01,3.2994258218e-03,2.6582401246e-02,1.0007866472e-01
6324,8.6625352502e-02,2.9968959093e-01,3.4783820156e-03,2.6421364397e-02,1.1288300902e-01
6325,8.5806444287e-02,2.8848022223e-01,3.4376154654e-03,2.6399385184e-02,1.1601440609e-01
6326,8.0077193677e-02,2.7855718136e-01,3.4061155748e-03,2.6536013931e-02,7.5094468892e-02
6327,7.5922116637e-02,2.4803490937e-01,3.4221643582e-03,2.5485791266e-02,7.8898079693e-02
6328,7.4934005737e-02,2.1272979677e-01,3.7272816990e-03,2.5454312563e-02,9.7935631871e-02
6329,7.3424801230e-02,1.9243891537e-01,3.2546850853e-03,2.4212224409e-02,1.2173238397e-01
6330,7.4315287173e-02,2.0995736122e-01,3.2429182902e-03,2.4327332154e-02,1.1321362108e-01
6331,8.9634686708e-02,2.0677094162e-01,3.5219462588e-03,2.5021104142e-02,2.3253327608e-01
6332,7.5226046145e-02,2.4492697418e-01,3.3118790016e-03,2.5197284296e-02,8.0212913454e-02
6333,8.1695407629e-02,2.4505417049e-01,3.7692873739e-03,2.5412166491e-02,1.2752038240e-01
6334,7.6512493193e-02,2.3542866111e-01,3.4356359392e-03,2.5671208277e-02,9.1893173754e-02
6335,7.5200192630e-02,2.0627279580e-01,3.2728738151e-03,2.6355203241e-02,9.8060250282e-02
6336,7.8152686357e-02,2.0175918937e-01,3.3628544770e-03,2.5711072609e-02,1.3372752070e-01
6337,7.6503269374e-02,2.1512633562e-01,3.2515334897e-03,2.5445891544e-02,1.1308553815e-01
6338,7.6156109571e-02,2.1303339303e-01,3.2624178566e-03,2.5593871251e-02,1.0999620706e-01
6339,7.5034283102e-02,2.1221451461e-01,3.2169816550e-03,2.5910828263e-02,9.7746700048e-02
6340,8.4970876575e-02,1.9744244218e-01,3.4509657416e-03,2.5466421619e-02,1.9646692276e-01
6341,7.6990596950e-02,2.1571172774e-01,3.3006591257e-03,2.5351390243e-02,1.1743064225e-01
6342,7.6966047287e-02,2.0475064218e-01,3.3151502721e-03,2.5272004306e-02,1.2723186612e-01
6343,7.5601734221e-02,2.0121704042e-01,3.4132206347e-03,2.6327714324e-02,1.0479367524e-01
6344,7.3415979743e-02,1.9428220391e-01,3.5256687552e-03,2.5155559182e-02,1.0607294738e-01
6345,7.3849119246e-02,2.1115632355e-01,3.4004426561e-03,2.5064343587e-02,9.7804412246e-02
6346,7.3513902724e-02,1.8983928859e-01,3.3988589421e-03,2.5617999956e-02,1.0586761683e-01
6347,7.8288540244e-02,2.0185898244e-01,3.4391814843e-03,2.5035291910e-02,1.4258772135e-01
6348,7.0456802845e-02,2.0617105067e-01,3.4982417710e-03,2.4908669293e-02,7.4820473790e-02
6349,8.0622769892e-02,2.1545353532e-01,3.4421961755e-03,2.4863028899e-02,1.5283896029e-01
6350,7.4420049787e-02,2.1651604772e-01,3.7372759543e-03,2.5583025068e-02,8.8805295527e-02
6351,8.2453668118e-02,2.3506976664e-01,3.5820323974e-03,2.6146192104e-02,1.3454474509e-01
6352,8.2679137588e-02,2.5871333480e-01,3.8974841591e-03,2.7291001752e-02,9.9781803787e-02
6353,9.2293746769e-02,3.0893504620e-01,3.6064893939e-03,2.7157001197e-02,1.4215207100e-01
6354,9.4775006175e-02,3.3914500475e-01,3.3460063860e-03,2.8573514894e-02,1.2211846560e-01
6355,8.8757842779e-02,3.1085702777e-01,3.7626447156e-03,2.8235824779e-02,9.6298009157e-02
6356,8.2418397069e-02,2.6792326570e-01,3.4303567372e-03,2.7409454808e-02,9.2346131802e-02
6357,7.0859745145e-02,2.1802575886e-01,3.4281022381e-03,2.5949209929e-02,5.5877137929e-02
6358,7.4591279030e-02,1.9442605972e-01,3.5595726222e-03,2.4886470288e-02,1.1882831901e-01
6359,7.8214377165e-02,1.9642484188e-01,3.5463492386e-03,2.4142725393e-02,1.5676216781e-01
6360,7.9345405102e-02,2.4967698753e-01,3.5773357376e-03,2.5613069534e-02,1.0317304730e-01
6361,8.5240602493e-02,2.4224478006e-01,4.1325059719e-03,2.7673318982e-02,1.2811364233e-01
6362,7.7201761305e-02,2.6579344273e-01,3.5150120966e-03,2.5714224204e-02,7.1133933961e-02
6363,7.6625704765e-02,2.4353088439e-01,3.6491774954e-03,2.4679752067e-02,9.6698410809e-02
6364,7.3154345155e-02,2.0754049718e-01,3.4433249384e-03,2.4793310091e-02,9.8058424890e-02
6365,8.0998241901e-02,1.8262176216e-01,3.4212325700e-03,2.4906825274e-02,1.8295496702e-01
6366,7.1978829801e-02,2.0328961313e-01,3.5438570194e-03,2.4871209636e-02,8.9993312955e-02
6367,6.9508418441e-02,2.1371020377e-01,3.3949164208e-03,2.5176344439e-02,5.8149736375e-02
6368,7.0949852467e-02,1.8998016417e-01,3.5992544144e-03,2.4935919791e-02,9.1239146888e-02
6369,7.1582667530e-02,2.0411624014e-01,3.2503823750e-03,2.4541819468e-02,9.2566095293e-02
6370,7.7709041536e-02,2.0227016509e-01,3.2379985787e-03,2.4562425911e-02,1.4500324428e-01
6371,7.6083719730e-02,2.1683651209e-01,3.3987178467e-03,2.4734953418e-02,1.1582428962e-01
6372,7.5984254479e-02,2.1751768887e-01,3.2948055305e-03,2.5114770979e-02,1.1054609716e-01
6373,7.5014397502e-02,2.0775400102e-01,3.8029113784e-03,2.6549451053e-02,8.8432580233e-02
6374,7.2807051241e-02,2.0416711271e-01,3.4456581343e-03,2.4320051074e-02,1.0387172550e-01
6375,7.0627897978e-02,2.1988752484e-01,3.4171224106e-03,2.4150649086e-02,7.4967063963e-02
6376,7.6728209853e-02,1.9494771957e-01,3.3599333838e-03,2.4658873677e-02,1.4070999622e-01
6377,7.1180567145e-02,2.0633085072e-01,3.4240530804e-03,2.4141870439e-02,9.0921871364e-02
6378,7.1668609977e-02,2.2645859420e-01,3.3631268889e-03,2.3827306926e-02,8.2655541599e-02
6379,7.8623950481e-02,2.2904384136e-01,3.4232793842e-03,2.3917242885e-02,1.3683687150e-01
6380,7.0730008185e-02,2.1369870007e-01,3.5180868581e-03,2.4457693100e-02,7.6295956969e-02
6381,7.8342095017e-02,2.1841195226e-01,3.3548106439e-03,2.4499250576e-02,1.3664345443e-01
6382,7.6860882342e-02,2.2491079569e-01,3.6603691988e-03,2.4263121188e-02,1.1928956211e-01
6383,6.9888882339e-02,2.1761006117e-01,3.4084618092e-03,2.3951126263e-02,7.3272734880e-02
6384,7.6002262533e-02,2.1612046659e-01,3.2597624231e-03,2.4812113494e-02,1.1593566835e-01
6385,7.3188111186e-02,2.0110030472e-01,3.6518205889e-03,2.4436481297e-02,1.0642951727e-01
6386,8.1588655710e-02,2.1357926726e-01,3.2191677019e-03,2.4010829628e-02,1.7496100068e-01
6387,7.3461867869e-02,1.9893887639e-01,3.4022969194e-03,2.4900112301e-02,1.0679594427e-01
6388,7.3649041355e-02,1.9508574903e-01,3.3035108354e-03,2.6073452085e-02,9.7723178566e-02
6389,6.6169224679e-02,1.8700073659e-01,3.6569738295e-03,2.4929374456e-02,5.3484324366e-02
6390,7.6836831868e-02,2.1112343669e-01,3.2847803086e-03,2.4658333510e-02,1.2876842916e-01
6391,7.0885188878e-02,1.9668613374e-01,3.4136539325e-03,2.5603868067e-02,7.8309342265e-02
6392,7.2241678834e-02,2.1234540641e-01,3.1314557418e-03,2.4357479066e-02,9.4495572150e-02
6393,7.6165452600e-02,2.0819947124e-01,3.4471210092e-03,2.3479454219e-02,1.3899341226e-01
6394,7.2780288756e-02,2.1478876472e-01,3.2442975789e-03,2.3844232783e-02,1.0242308676e-01
6395,7.3015496135e-02,1.9096815586e-01,3.2569251489e-03,2.4660572410e-02,1.1392413080e-01
6396,7.8252471983e-02,2.0214048028e-01,3.4046443179e-03,2.4463050067e-02,1.4949336648e-01
6397,7.1862332523e-02,2.0714077353e-01,3.3840881661e-03,2.4983964860e-02,8.5735194385e-02
6398,7.4674114585e-02,2.1013614535e-01,3.3117136918e-03,2.4304594845e-02,1.1576579511e-01
6399,7.8345879912e-02,2.3069241643e-01,3.5594417714e-03,2.4313945323e-02,1.2705227733e-01
6400,7.3938168585e-02,2.3597881198e-01,3.5459115170e-03,2.4507831782e-02,8.3605282009e-02
6401,8.2565769553e-02,2.5410351157e-01,3.3703886438e-03,2.5347631425e-02,1.3136315346e-01
6402,7.4168026447e-02,2.3438131809e-01,3.7458776496e-03,2.6163510978e-02,6.4489625394e-02
6403,7.9029306769e-02,2.2282022238e-01,3.5584992729e-03,2.6273634285e-02,1.1481950432e-01
6404,7.4295490980e-02,1.9571988285e-01,3.4613059834e-03,2.4341303855e-02,1.2291865051e-01
6405,7.2083994746e-02,2.0972834527e-01,3.5642157309e-03,2.4041362107e-02,9.5707483590e-02
6406,7.6071843505e-02,1.9527834654e-01,3.1940476038e-03,2.4653553963e-02,1.3641357422e-01
6407,6.8852610886e-02,2.0111919940e-01,3.3723297529e-03,2.4122811854e-02,7.6534532011e-02
6408,8.2556039095e-02,2.1452684700e-01,3.4211894963e-03,2.3721767589e-02,1.8416263163e-01
6409,7.0622377098e-02,2.3047998548e-01,3.4972620197e-03,2.4332176894e-02,6.3157126307e-02
6410,7.2697862983e-02,2.1383456886e-01,3.4285529982e-03,2.4971842766e-02,8.6900748312e-02
6411,7.2899565101e-02,2.1877889335e-01,3.8847262040e-03,2.4985767901e-02,8.0485790968e-02
6412,7.7680550516e-02,2.4014261365e-01,3.5786712542e-03,2.5464925915e-02,9.9085219204e-02
6413,7.5542934239e-02,2.5961014628e-01,3.5144356079e-03,2.4906372651e-02,7.2566054761e-02
6414,8.1794232130e-02,2.8989934921e-01,3.6220878828e-03,2.4385299534e-02,1.0503553599e-01
6415,8.2291483879e-02,3.1331238151e-01,3.3815433271e-03,2.3812077940e-02,9.8838232458e-02
6416,8.4455303848e-02,3.0688807368e-01,3.7103826180e-03,2.4830579758e-02,1.0675202310e-01
6417,8.2245856524e-02,2.7619779110e-01,3.5437024198e-03,2.5005966425e-02,1.1311183125e-01
6418,8.8300406933e-02,2.2152499855e-01,3.7448327057e-03,2.5912195444e-02,1.9612321258e-01
6419,7.2161674500e-02,1.9253501296e-01,3.6251582205e-03,2.4353440851e-02,1.0627380013e-01
6420,7.3050074279e-02,2.0370310545e-01,3.2612551004e-03,2.4639934301e-02,1.0382173210e-01
6421,7.2379395366e-02,1.9557704031e-01,3.7300202530e-03,2.5350360200e-02,9.2217788100e-02
6422,7.4432775378e-02,2.1447312832e-01,3.4368420020e-03,2.4710485712e-02,1.0402409732e-01
6423,8.0332472920e-02,2.1514920890e-01,3.5593016073e-03,2.4201795459e-02,1.5796300769e-01
6424,7.1429237723e-02,2.1489945054e-01,3.5386695527e-03,2.4816203862e-02,7.6469264925e-02
6425,6.8137578666e-02,1.9453613460e-01,3.4358529374e-03,2.5160150602e-02,6.2565714121e-02
6426,7.1387931705e-02,2.0381170511e-01,3.4900242463e-03,2.3931771517e-02,9.6825674176e-02
6427,7.1908757091e-02,2.1016436815e-01,3.3758482896e-03,2.3862153292e-02,9.7693718970e-02
6428,7.2988197207e-02,2.0659036934e-01,3.1321765855e-03,2.3667063564e-02,1.1413659900e-01
6429,7.4469856918e-02,2.1836428344e-01,3.3276528120e-03,2.3583944887e-02,1.1608216912e-01
6430,7.7515028417e-02,2.2043310106e-01,3.1767226756e-03,2.3452937603e-02,1.4262993634e-01
6431,8.9954242110e-02,2.3427274823e-01,3.3065557946e-03,2.4387573823e-02,2.2199209034e-01
6432,7.7150724828e-02,2.1981438994e-01,3.7460648455e-03,2.5683755055e-02,1.0747988522e-01
6433,7.3443762958e-02,2.0394921303e-01,3.5905765835e-03,2.6370473206e-02,8.2521304488e-02
6434,7.2569005191e-02,1.9217309356e-01,3.4161261283e-03,2.4502566084e-02,1.0984767973e-01
6435,7.5953610241e-02,2.0507805049e-01,3.6310735159e-03,2.4763382971e-02,1.2224716693e-01
6436,7.5243897736e-02,1.9781304896e-01,3.2090586610e-03,2.5097765028e-02,1.2172404677e-01
6437,7.1493186057e-02,1.9915515184e-01,3.4727978054e-03,2.4918913841e-02,8.9387543499e-02
6438,7.2110109031e-02,2.0142157376e-01,3.5704881884e-03,2.4697270244e-02,9.4596311450e-02
6439,7.3646746576e-02,2.1425482631e-01,3.2715478446e-03,2.4719990790e-02,9.8914399743e-02
6440,7.1239210665e-02,2.0173165202e-01,3.3418955281e-03,2.4407166988e-02,9.2611670494e-02
6441,7.9091772437e-02,2.0474795997e-01,3.5228533670e-03,2.4434048682e-02,1.5369209647e-01
6442,7.8507184982e-02,2.3700913787e-01,3.5886433907e-03,2.5454919785e-02,1.0862713307e-01
6443,7.9194933176e-02,2.7462524176e-01,3.5047521815e-03,2.5503182784e-02,8.3107396960e-02
6444,8.3709023893e-02,2.9666167498e-01,3.6250916310e-03,2.6580695063e-02,8.7889328599e-02
6445,9.3660309911e-02,3.4649109840e-01,3.5950832535e-03,2.5528460741e-02,1.4269520342e-01
6446,8.6321070790e-02,3.6909332871e-01,3.6231696140e-03,2.5675460696e-02,6.0628090054e-02
6447,8.2328364253e-02,3.2258507609e-01,3.6315978505e-03,2.5802131742e-02,6.4458809793e-02
6448,8.3902440965e-02,2.5213441253e-01,4.0789199993e-03,2.6516683400e-02,1.2362541258e-01
6449,7.7146761119e-02,2.0257949829e-01,3.4544435330e-03,2.3879237473e-02,1.4679595828e-01
6450,7.0840179920e-02,2.0688232780e-01,3.2829693519e-03,2.4164430797e-02,8.8519439101e-02
6451,8.0826029181e-02,2.0843994617e-01,3.5125860013e-03,2.5136403739e-02,1.5637370944e-01
6452,7.3863543570e-02,2.3434878886e-01,3.5828838591e-03,2.4838823825e-02,7.9896189272e-02
6453,7.4666850269e-02,2.3426999152e-01,3.4915790893e-03,2.5168001652e-02,8.3302266896e-02
6454,7.7790871263e-02,2.3549120128e-01,3.6753537133e-03,2.4594733492e-02,1.1395248771e-01
6455,7.8664168715e-02,2.1010693908e-01,3.3947029151e-03,2.4532012641e-02,1.4550629258e-01
6456,7.1403428912e-02,2.0450282097e-01,3.3495971002e-03,2.4574596435e-02,8.9513741434e-02
6457,7.3368005455e-02,2.0466195047e-01,3.7779342383e-03,2.5092009455e-02,9.5715492964e-02
6458,6.8651169538e-02,2.0581351221e-01,3.2856368925e-03,2.4056863040e-02,7.2490707040e-02
6459,6.7329980433e-02,1.9424022734e-01,3.5640602000e-03,2.3193549365e-02,7.9596459866e-02
6460,8.0220840871e-02,1.9180817902e-01,3.7815254182e-03,2.2786431015e-02,1.9232378900e-01
6461,6.8831913173e-02,2.0941650867e-01,3.4866651986e-03,2.3270398378e-02,7.9150021076e-02
6462,7.7811151743e-02,1.9418853521e-01,3.4030410461e-03,2.3790501058e-02,1.6086252034e-01
6463,7.0454493165e-02,2.0087780058e-01,4.0455623530e-03,2.4470776320e-02,8.0124877393e-02
6464,6.8534210324e-02,2.0243017375e-01,3.5773662385e-03,2.4087751284e-02,7.1518301964e-02
6465,7.0430271327e-02,2.1500356495e-01,3.5675649997e-03,2.4061672390e-02,7.7248692513e-02
6466,7.2054192424e-02,2.0960430801e-01,3.8266009651e-03,2.4281289428e-02,9.0376906097e-02
6467,7.7023804188e-02,2.1075583994e-01,3.3460136037e-03,2.3628601804e-02,1.4299419522e-01
6468,6.7633725703e-02,2.0138689876e-01,4.1199689731e-03,2.3252677172e-02,7.0800445974e-02
6469,6.8304695189e-02,2.2502522171e-01,3.2457164489e-03,2.3417290300e-02,6.1921026558e-02
6470,7.3845990002e-02,2.1568059921e-01,3.4825620241e-03,2.2992890328e-02,1.1921695620e-01
6471,6.6025383770e-02,2.1474188566e-01,3.3895662054e-03,2.2896274924e-02,5.6810133159e-02
6472,6.6642522812e-02,2.0688092709e-01,3.2009631395e-03,2.3211458698e-02,6.6135607660e-02
6473,7.5203359127e-02,2.0811083913e-01,3.4310710616e-03,2.3034840822e-02,1.3674120605e-01
6474,8.3275087178e-02,2.6035290956e-01,3.3818779048e-03,2.3063074797e-02,1.6052754223e-01
6475,8.1787943840e-02,3.1383171678e-01,3.6221528426e-03,2.3011915386e-02,1.0220621526e-01
6476,8.3165787160e-02,3.4592348337e-01,3.4097670577e-03,2.4008337408e-02,7.6259724796e-02
6477,8.7950736284e-02,3.0328589678e-01,3.6900506821e-03,2.4393048137e-02,1.4452102780e-01
6478,7.9987958074e-02,2.5435763597e-01,3.6414512433e-03,2.5314668193e-02,1.0782285035e-01
6479,7.0453435183e-02,2.0338989794e-01,3.3918770496e-03,2.4032996967e-02,8.8942252100e-02
6480,7.2376243770e-02,2.1025876701e-01,3.2258008141e-03,2.3930920288e-02,1.0190152377e-01
6481,6.9696992636e-02,2.2017925978e-01,3.1198887154e-03,2.4106945843e-02,6.9989666343e-02
6482,7.7433571219e-02,2.1957461536e-01,3.2482906245e-03,2.3561406881e-02,1.4071418345e-01
6483,6.8324096501e-02,2.0087201893e-01,3.3337785862e-03,2.3021226749e-02,8.6427316070e-02
6484,7.0840194821e-02,2.1389169991e-01,3.1434632838e-03,2.3129522800e-02,9.6777349710e-02
6485,7.1463331580e-02,2.1386049688e-01,3.4905616194e-03,2.3696910590e-02,9.2011287808e-02
6486,8.2451075315e-02,2.4408319592e-01,3.2078833319e-03,2.3090224713e-02,1.6832949221e-01
6487,7.9739205539e-02,2.4608373642e-01,4.1375625879e-03,2.4260848761e-02,1.2168331444e-01
6488,7.6824687421e-02,2.4931620061e-01,3.3167721704e-03,2.4275816977e-02,1.0135477781e-01
6489,7.5325258076e-02,2.3971183598e-01,3.8552028127e-03,2.4164568633e-02,9.3766853213e-02
6490,7.6281987131e-02,2.3570483923e-01,3.5207765177e-03,2.3829527199e-02,1.1205361038e-01
6491,7.7278338373e-02,2.4000164866e-01,3.2846860122e-03,2.4026472121e-02,1.1628147215e-01
6492,7.1829728782e-02,2.1010705829e-01,3.9205132052e-03,2.4340294302e-02,8.6567245424e-02
6493,6.9111466408e-02,2.0072281361e-01,3.2537616789e-03,2.4583768100e-02,7.4248105288e-02
6494,7.2634667158e-02,1.8326541781e-01,3.5384667572e-03,2.3170672357e-02,1.3344711065e-01
6495,6.8803340197e-02,2.0213760436e-01,3.4428627696e-03,2.3620288819e-02,8.0969080329e-02
6496,7.4300855398e-02,2.0939481258e-01,3.2270993106e-03,2.4601837620e-02,1.1026262492e-01
6497,7.5066372752e-02,2.1801486611e-01,3.7701628171e-03,2.3533653468e-02,1.1828532815e-01
6498,7.8831337392e-02,2.0128646493e-01,3.4490886610e-03,2.3206535727e-02,1.7036496103e-01
6499,7.0582479239e-02,2.0970034599e-01,3.4752823412e-03,2.3826930672e-02,8.6639709771e-02
6500,7.0727065206e-02,1.9185090065e-01,3.4598726779e-03,2.3799104616e-02,1.0319536179e-01
6501,6.7732483149e-02,1.9231702387e-01,3.7225375418e-03,2.3456718773e-02,7.9943083227e-02
6502,7.2676852345e-02,2.0321023464e-01,3.6535742693e-03,2.3492570966e-02,1.1219502985e-01
6503,6.8365581334e-02,2.0595490932e-01,3.3941389993e-03,2.3359347135e-02,7.7807731926e-02
6504,7.3937937617e-02,1.9869980216e-01,3.6260604393e-03,2.3331467062e-02,1.2870582938e-01
6505,7.1064174175e-02,2.0663613081e-01,3.4679530654e-03,2.3256473243e-02,1.0039913654e-01
6506,7.4383661151e-02,2.2592099011e-01,3.5173422657e-03,2.3693118244e-02,1.0612118989e-01
6507,7.4446871877e-02,2.2865459323e-01,3.3805966377e-03,2.4008344859e-02,1.0156913847e-01
6508,7.1756564081e-02,2.1027003229e-01,3.5712923855e-03,2.5032073259e-02,8.0084674060e-02
6509,7.4816957116e-02,1.9723169506e-01,3.5200426355e-03,2.3119568825e-02,1.4078658819e-01
6510,6.8809904158e-02,1.9873003662e-01,3.4484281205e-03,2.2816911340e-02,9.3859180808e-02
6511,6.8383485079e-02,1.9217705727e-01,3.2651647925e-03,2.3412348703e-02,8.9850790799e-02
6512,7.2039954364e-02,1.9964626431e-01,3.5624157172e-03,2.2622253746e-02,1.2149611861e-01
6513,6.7026846111e-02,1.9459620118e-01,3.5836580209e-03,2.2701280192e-02,8.2763724029e-02
6514,7.3652416468e-02,2.1911016107e-01,3.4235347994e-03,2.2759256884e-02,1.1815817654e-01
6515,7.0239707828e-02,2.1419338882e-01,3.5217790864e-03,2.3403963074e-02,8.4938757122e-02
6516,7.4841365218e-02,2.2713625431e-01,3.4519457258e-03,2.3697340861e-02,1.0941483080e-01
6517,7.6281070709e-02,2.4235977232e-01,3.6418763921e-03,2.5044962764e-02,9.0298153460e-02
6518,7.6435998082e-02,2.8201630712e-01,3.3577186987e-03,2.4593075737e-02,6.6558614373e-02
6519,8.5485495627e-02,3.0116137862e-01,3.6540981382e-03,2.4544168264e-02,1.2415838987e-01
6520,8.5024520755e-02,3.3204877377e-01,3.6056619138e-03,2.3966789246e-02,1.0219828039e-01
6521,8.6964905262e-02,3.3500316739e-01,3.4615201876e-03,2.5484766811e-02,9.8132684827e-02
6522,8.7007813156e-02,3.1460160017e-01,3.4020124003e-03,2.4686081335e-02,1.2597101927e-01
6523,7.9647406936e-02,2.4799405038e-01,3.7591848522e-03,2.5401923805e-02,1.0821609944e-01
6524,6.8241558969e-02,2.0420452952e-01,3.3438564278e-03,2.3573443294e-02,7.5975693762e-02
6525,6.8727046251e-02,1.9495634735e-01,3.3579149749e-03,2.2977337241e-02,9.5062442124e-02
6526,7.1203403175e-02,2.0241895318e-01,3.6012248602e-03,2.3809593171e-02,9.7049109638e-02
6527,7.0844992995e-02,2.3428618908e-01,3.4174444154e-03,2.3215157911e-02,7.6468259096e-02
6528,7.5731463730e-02,2.3444114625e-01,3.6789178848e-03,2.2964013740e-02,1.1802009493e-01
6529,7.5303241611e-02,2.3928488791e-01,3.3218571916e-03,2.2746160626e-02,1.1611381918e-01
6530,7.1618519723e-02,2.1063409746e-01,3.4620927181e-03,2.3370176554e-02,1.0031459481e-01
6531,6.4745053649e-02,2.0025597513e-01,3.3440438565e-03,2.3146048188e-02,5.5469524115e-02
6532,6.7671239376e-02,1.9847156107e-01,3.5505006090e-03,2.2923773155e-02,8.2399353385e-02
6533,6.8853735924e-02,1.9077469409e-01,3.3833277412e-03,2.2394165397e-02,1.0668075830e-01
6534,6.6443637013e-02,1.8679247797e-01,3.2245852053e-03,2.2420734167e-02,9.0905830264e-02
