# source time function
# time function type  : 1
# amplification factor:  1.00000E+10
# DT                  :  5.00000E-05
# t0                  :  1.20000E-01
# time shift          :  0.00000E+00
# format
#time  #used_STF  #initial_source_function_value
  0.100249998      -4.60212414E-06  -4.6021241359994751E-016
  0.100299999      -4.42796863E-06  -4.4279686335357835E-016
  0.100350000      -4.26031784E-06  -4.2603178371791729E-016
  0.100400001      -4.09893119E-06  -4.0989311855810231E-016
  0.100450002      -3.94357812E-06  -3.9435781218344344E-016
  0.100500003      -3.79403627E-06  -3.7940362744848245E-016
  0.100550003      -3.65009123E-06  -3.6500912301562493E-016
  0.100599997      -3.51153631E-06  -3.5115363061777318E-016
  0.100649998      -3.37817232E-06  -3.3781723232095830E-016
  0.100699998      -3.24980761E-06  -3.2498076052434043E-016
  0.100749999      -3.12625730E-06  -3.1262572974810611E-016
  0.100800000      -3.00734314E-06  -3.0073431389610051E-016
  0.100850001      -2.89289369E-06  -2.8928936899319524E-016
  0.100900002      -2.78274297E-06  -2.7827429676108296E-016
  0.100950003      -2.67673272E-06  -2.6767327199195279E-016
  0.101000004      -2.57470856E-06  -2.5747085601324215E-016
  0.101049997      -2.47652292E-06  -2.4765229227341476E-016
  0.101099998      -2.38203347E-06  -2.3820334718038792E-016
  0.101149999      -2.29110287E-06  -2.2911028736416484E-016
  0.101199999      -2.20359857E-06  -2.2035985693946714E-016
  0.101250000      -2.11939346E-06  -2.1193934571783756E-016
  0.101300001      -2.03836498E-06  -2.0383649825816974E-016
  0.101350002      -1.96039446E-06  -1.9603944565460551E-016
  0.101400003      -1.88536842E-06  -1.8853684196074029E-016
  0.101450004      -1.81317682E-06  -1.8131768229068257E-016
  0.101499997      -1.74371428E-06  -1.7437142787457561E-016
  0.101549998      -1.67687892E-06  -1.6768789237175952E-016
  0.101599999      -1.61257265E-06  -1.6125726460813895E-016
  0.101650000      -1.55070097E-06  -1.5507009720749921E-016
  0.101700000      -1.49117307E-06  -1.4911730659150635E-016
  0.101750001      -1.43390128E-06  -1.4339012750497204E-016
  0.101800002      -1.37880124E-06  -1.3788012438453734E-016
  0.101850003      -1.32579169E-06  -1.3257916862130514E-016
  0.101899996      -1.27479439E-06  -1.2747943856084021E-016
  0.101949997      -1.22573385E-06  -1.2257338539711783E-016
  0.101999998      -1.17853756E-06  -1.1785375590989134E-016
  0.102049999      -1.13313570E-06  -1.1331356972732464E-016
  0.102100000      -1.08946074E-06  -1.0894607385125709E-016
  0.102150001      -1.04744800E-06  -1.0474479950062232E-016
  0.102200001      -1.00703505E-06  -1.0070350526802941E-016
  0.102250002      -9.68161658E-07  -9.6816165751079091E-017
  0.102300003      -9.30770113E-07  -9.3077011342757035E-017
  0.102349997      -8.94804487E-07  -8.9480448650647302E-017
  0.102399997      -8.60211173E-07  -8.6021117340351340E-017
  0.102449998      -8.26938617E-07  -8.2693861713778464E-017
  0.102499999      -7.94936852E-07  -7.9493685234410807E-017
  0.102550000      -7.64158131E-07  -7.6415813055064061E-017
  0.102600001      -7.34556181E-07  -7.3455618121442967E-017
  0.102650002      -7.06086723E-07  -7.0608672331218262E-017
  0.102700002      -6.78706897E-07  -6.7870689690607834E-017
  0.102750003      -6.52375604E-07  -6.5237560420428051E-017
  0.102799997      -6.27053169E-07  -6.2705316850042430E-017
  0.102849998      -6.02701448E-07  -6.0270144786045419E-017
  0.102899998      -5.79283721E-07  -5.7928372143578600E-017
  0.102949999      -5.56764633E-07  -5.5676463261988835E-017
  0.103000000      -5.35110075E-07  -5.3511007536144463E-017
  0.103050001      -5.14287365E-07  -5.1428736469461003E-017
  0.103100002      -4.94264953E-07  -4.9426495252191669E-017
  0.103150003      -4.75012428E-07  -4.7501242761427419E-017
  0.103200004      -4.56500601E-07  -4.5650060087609747E-017
  0.103249997      -4.38701335E-07  -4.3870133481505033E-017
  0.103299998      -4.21587515E-07  -4.2158751512033635E-017
  0.103349999      -4.05133136E-07  -4.0513313592782652E-017
  0.103399999      -3.89313129E-07  -3.8931312928980332E-017
  0.103450000      -3.74103251E-07  -3.7410325148812259E-017
  0.103500001      -3.59480339E-07  -3.5948033882959862E-017
  0.103550002      -3.45422052E-07  -3.4542205185061900E-017
  0.103600003      -3.31906818E-07  -3.3190681847372615E-017
  0.103650004      -3.18913919E-07  -3.1891391927274528E-017
  0.103699997      -3.06423487E-07  -3.0642348747278448E-017
  0.103749998      -2.94416282E-07  -2.9441628157655939E-017
  0.103799999      -2.82873827E-07  -2.8287382747294030E-017
  0.103850000      -2.71778447E-07  -2.7177844685866147E-017
  0.103900000      -2.61112973E-07  -2.6111297302122692E-017
  0.103950001      -2.50860950E-07  -2.5086094979087647E-017
  0.104000002      -2.41006603E-07  -2.4100660311887623E-017
  0.104050003      -2.31534656E-07  -2.3153465633640735E-017
  0.104099996      -2.22430486E-07  -2.2243048647396789E-017
  0.104149997      -2.13679982E-07  -2.1367998215282569E-017
  0.104199998      -2.05269572E-07  -2.0526957200672769E-017
  0.104249999      -1.97186196E-07  -1.9718619626019064E-017
  0.104300000      -1.89417335E-07  -1.8941733515021042E-017
  0.104350001      -1.81950853E-07  -1.8195085260686028E-017
  0.104400001      -1.74775153E-07  -1.7477515257269260E-017
  0.104450002      -1.67879065E-07  -1.6787906531590123E-017
  0.104500003      -1.61251819E-07  -1.6125181900861207E-017
  0.104549997      -1.54883054E-07  -1.5488305393773772E-017
  0.104599997      -1.48762823E-07  -1.4876282250497753E-017
  0.104649998      -1.42881532E-07  -1.4288153238339874E-017
  0.104699999      -1.37230003E-07  -1.3723000336085533E-017
  0.104750000      -1.31799339E-07  -1.3179933944229561E-017
  0.104800001      -1.26581043E-07  -1.2658104253659985E-017
  0.104850002      -1.21566885E-07  -1.2156688455888798E-017
  0.104900002      -1.16748986E-07  -1.1674898559022041E-017
  0.104950003      -1.12119764E-07  -1.1211976413960656E-017
  0.104999997      -1.07671923E-07  -1.0767192293315020E-017
  0.105049998      -1.03398435E-07  -1.0339843470319465E-017
  0.105099998      -9.92925635E-08  -9.9292563504604920E-018
  0.105149999      -9.53477937E-08  -9.5347793660494056E-018
  0.105200000      -9.15579079E-08  -9.1557907921924194E-018
  0.105250001      -8.79168738E-08  -8.7916873781068722E-018
  0.105300002      -8.44189358E-08  -8.4418935841767963E-018
  0.105350003      -8.10585306E-08  -8.1058530554400928E-018
  0.105400003      -7.78303146E-08  -7.7830314637594713E-018
  0.105449997      -7.47291651E-08  -7.4729165078224466E-018
  0.105499998      -7.17501294E-08  -7.1750129393421960E-018
  0.105549999      -6.88884469E-08  -6.8888446946857582E-018
  0.105599999      -6.61395774E-08  -6.6139577370449840E-018
  0.105650000      -6.34991082E-08  -6.3499108193809662E-018
  0.105700001      -6.09628188E-08  -6.0962818793086626E-018
  0.105750002      -5.85266555E-08  -5.8526655521973225E-018
  0.105800003      -5.61867068E-08  -5.6186706842709099E-018
  0.105850004      -5.39392246E-08  -5.3939224642363114E-018
  0.105899997      -5.17805958E-08  -5.1780595811123931E-018
  0.105949998      -4.97073493E-08  -4.9707349347727355E-018
  0.105999999      -4.77161493E-08  -4.7716149254029005E-018
  0.106050000      -4.58037910E-08  -4.5803790982290594E-018
  0.106100000      -4.39671837E-08  -4.3967183671611562E-018
  0.106150001      -4.22033715E-08  -4.2203371464211161E-018
  0.106200002      -4.05094944E-08  -4.0509494425577938E-018
  0.106250003      -3.88828241E-08  -3.8882824071606591E-018
  0.106299996      -3.73207136E-08  -3.7320713630606405E-018
  0.106349997      -3.58206371E-08  -3.5820637123151754E-018
  0.106399998      -3.43801645E-08  -3.4380164493086339E-018
  0.106449999      -3.29969509E-08  -3.2996950949382155E-018
  0.106500000      -3.16687476E-08  -3.1668747624280514E-018
  0.106550001      -3.03933945E-08  -3.0393394467864709E-018
  0.106600001      -2.91688114E-08  -2.9168811366275806E-018
  0.106650002      -2.79930035E-08  -2.7993003470783151E-018
  0.106700003      -2.68640505E-08  -2.6864050539643356E-018
  0.106749997      -2.57801069E-08  -2.5780106938100288E-018
  0.106799997      -2.47393999E-08  -2.4739399862028221E-018
  0.106849998      -2.37402258E-08  -2.3740225785218171E-018
  0.106899999      -2.27809469E-08  -2.2780946906664211E-018
  0.106950000      -2.18599894E-08  -2.1859989374206634E-018
  0.107000001      -2.09758380E-08  -2.0975837955461429E-018
  0.107050002      -2.01270414E-08  -2.0127041366890807E-018
  0.107100002      -1.93121998E-08  -1.9312199839305321E-018
  0.107150003      -1.85299740E-08  -1.8529973999648064E-018
  0.107199997      -1.77790742E-08  -1.7779074212853629E-018
  0.107249998      -1.70582588E-08  -1.7058258805491277E-018
  0.107299998      -1.63663358E-08  -1.6366335842121770E-018
  0.107349999      -1.57021631E-08  -1.5702163125297375E-018
  0.107400000      -1.50646375E-08  -1.5064637537420823E-018
  0.107450001      -1.44527066E-08  -1.4452706587064767E-018
  0.107500002      -1.38653515E-08  -1.3865351533581816E-018
  0.107550003      -1.33015980E-08  -1.3301598045245555E-018
  0.107600003      -1.27605082E-08  -1.2760508205644784E-018
  0.107649997      -1.22411823E-08  -1.2241182290040343E-018
  0.107699998      -1.17427552E-08  -1.1742755212651445E-018
  0.107749999      -1.12643956E-08  -1.1264395638477254E-018
  0.107799999      -1.08053042E-08  -1.0805304206940037E-018
  0.107850000      -1.03647135E-08  -1.0364713531885173E-018
  0.107900001      -9.94188909E-09  -9.9418890897595696E-019
  0.107950002      -9.53611945E-09  -9.5361194496490497E-019
  0.108000003      -9.14672782E-09  -9.1467278195977999E-019
  0.108050004      -8.77305784E-09  -8.7730578357536614E-019
  0.108099997      -8.41448511E-09  -8.4144851086875859E-019
  0.108149998      -8.07040390E-09  -8.0704039007173374E-019
  0.108199999      -7.74023690E-09  -7.7402368958701114E-019
  0.108250000      -7.42342765E-09  -7.4234276503659656E-019
  0.108300000      -7.11944148E-09  -7.1194414807962403E-019
  0.108350001      -6.82776591E-09  -6.8277659082127681E-019
  0.108400002      -6.54790799E-09  -6.5479079935926167E-019
  0.108450003      -6.27939389E-09  -6.2793938937488745E-019
  0.108499996      -6.02176931E-09  -6.0217693054198658E-019
  0.108549997      -5.77459813E-09  -5.7745981330015185E-019
  0.108599998      -5.53746027E-09  -5.5374602681013126E-019
  0.108649999      -5.30995381E-09  -5.3099538099843356E-019
  0.108700000      -5.09169151E-09  -5.0916915128595971E-019
  0.108750001      -4.88230212E-09  -4.8823021181476629E-019
  0.108800001      -4.68142991E-09  -4.6814299103914432E-019
  0.108850002      -4.48873072E-09  -4.4887307204533042E-019
  0.108900003      -4.30387725E-09  -4.3038772545855861E-019
  0.108949997      -4.12655288E-09  -4.1265528771816662E-019
  0.108999997      -3.95645472E-09  -3.9564547194004260E-019
  0.109049998      -3.79329146E-09  -3.7932914587202047E-019
  0.109099999      -3.63678354E-09  -3.6367835409834016E-019
  0.109150000      -3.48666274E-09  -3.4866627363072668E-019
  0.109200001      -3.34267125E-09  -3.3426712509054821E-019
  0.109250002      -3.20456173E-09  -3.2045617270881620E-019
  0.109300002      -3.07209658E-09  -3.0720965771280364E-019
  0.109350003      -2.94504754E-09  -2.9450475391712416E-019
  0.109399997      -2.82319590E-09  -2.8231958992819271E-019
  0.109449998      -2.70633094E-09  -2.7063309371300192E-019
  0.109499998      -2.59425170E-09  -2.5942517023480604E-019
  0.109549999      -2.48676368E-09  -2.4867636838621367E-019
  0.109600000      -2.38368125E-09  -2.3836812523825302E-019
  0.109650001      -2.28482566E-09  -2.2848256620022769E-019
  0.109700002      -2.19002549E-09  -2.1900254942863739E-019
  0.109750003      -2.09911666E-09  -2.0991166582717824E-019
  0.109800003      -2.01194061E-09  -2.0119406141105855E-019
  0.109849997      -1.92834637E-09  -1.9283463714714344E-019
  0.109899998      -1.84818805E-09  -1.8481880470488932E-019
  0.109949999      -1.77132597E-09  -1.7713259747864641E-019
  0.109999999      -1.69762615E-09  -1.6976261507650746E-019
  0.110050000      -1.62696012E-09  -1.6269601221807762E-019
  0.110100001      -1.55920410E-09  -1.5592040991663226E-019
  0.110150002      -1.49423973E-09  -1.4942397319472889E-019
  0.110200003      -1.43195322E-09  -1.4319532226636512E-019
  0.110250004      -1.37223533E-09  -1.3722353253697861E-019
  0.110299997      -1.31498157E-09  -1.3149815680790766E-019
  0.110349998      -1.26009114E-09  -1.2600911425408867E-019
  0.110399999      -1.20746757E-09  -1.2074675703743765E-019
  0.110450000      -1.15701837E-09  -1.1570183700015946E-019
  0.110500000      -1.10865450E-09  -1.1086545015359662E-019
  0.110550001      -1.06229103E-09  -1.0622910329161073E-019
  0.110600002      -1.01784581E-09  -1.0178458076381957E-019
  0.110650003      -9.75240555E-10  -9.7524055497899558E-020
  0.110699996      -9.34399780E-10  -9.3439977977283205E-020
  0.110749997      -8.95251318E-10  -8.9525131752310467E-020
  0.110799998      -8.57725724E-10  -8.5772572377962318E-020
  0.110849999      -8.21756552E-10  -8.2175655169436373E-020
  0.110900000      -7.87279852E-10  -7.8727985242110778E-020
  0.110950001      -7.54234453E-10  -7.5423445267119855E-020
  0.111000001      -7.22561511E-10  -7.2256151062433108E-020
  0.111050002      -6.92204627E-10  -6.9220462695085419E-020
  0.111100003      -6.63109845E-10  -6.6310984481177112E-020
  0.111149997      -6.35225150E-10  -6.3522515025837837E-020
  0.111199997      -6.08500750E-10  -6.0850074978802127E-020
  0.111249998      -5.82888904E-10  -5.8288890381064101E-020
  0.111299999      -5.58343871E-10  -5.5834387113762321E-020
  0.111350000      -5.34821576E-10  -5.3482157591488998E-020
  0.111400001      -5.12279941E-10  -5.1227994068980822E-020
  0.111450002      -4.90678498E-10  -4.9067849783313023E-020
  0.111500002      -4.69978445E-10  -4.6997844505014541E-020
  0.111550003      -4.50142618E-10  -4.5014261762510441E-020
  0.111599997      -4.31135266E-10  -4.3113526637661438E-020
  0.111649998      -4.12922169E-10  -4.1292216867994114E-020
  0.111699998      -3.95470517E-10  -3.9547051744470708E-020
  0.111749999      -3.78748810E-10  -3.7874881009258843E-020
  0.111800000      -3.62726849E-10  -3.6272684855731539E-020
  0.111850001      -3.47375628E-10  -3.4737562826236966E-020
  0.111900002      -3.32667421E-10  -3.3266742138771122E-020
  0.111950003      -3.18575527E-10  -3.1857552706959782E-020
  0.112000003      -3.05074410E-10  -3.0507441017846304E-020
  0.112049997      -2.92139618E-10  -2.9213961805218959E-020
  0.112099998      -2.79747614E-10  -2.7974761396265535E-020
  0.112149999      -2.67875805E-10  -2.6787580487130925E-020
  0.112199999      -2.56502680E-10  -2.5650268020704913E-020
  0.112250000      -2.45607479E-10  -2.4560747879931454E-020
  0.112300001      -2.35170300E-10  -2.3517029990038907E-020
  0.112350002      -2.25172117E-10  -2.2517211706318818E-020
  0.112400003      -2.15594681E-10  -2.1559468099674460E-020
  0.112450004      -2.06420422E-10  -2.0642042242169368E-020
  0.112499997      -1.97632591E-10  -1.9763259084815132E-020
  0.112549998      -1.89215060E-10  -1.8921506028668490E-020
  0.112599999      -1.81152413E-10  -1.8115241251503987E-020
  0.112650000      -1.73429826E-10  -1.7342982605583757E-020
  0.112700000      -1.66033104E-10  -1.6603310393215053E-020
  0.112750001      -1.58948646E-10  -1.5894864591192713E-020
  0.112800002      -1.52163407E-10  -1.5216340687462804E-020
  0.112850003      -1.45664897E-10  -1.4566489681122618E-020
  0.112899996      -1.39441098E-10  -1.3944109755748001E-020
  0.112949997      -1.33480546E-10  -1.3348054606066029E-020
  0.112999998      -1.27772196E-10  -1.2777219560167197E-020
  0.113049999      -1.22305513E-10  -1.2230551293956893E-020
  0.113100000      -1.17070367E-10  -1.1707036728925147E-020
  0.113150001      -1.12057037E-10  -1.1205703726036021E-020
  0.113200001      -1.07256239E-10  -1.0725623861285172E-020
  0.113250002      -1.02659041E-10  -1.0265904099027167E-020
  0.113300003      -9.82569234E-11  -9.8256923430906089E-021
  0.113349997      -9.40416703E-11  -9.4041670284372712E-021
  0.113399997      -9.00054406E-11  -9.0005440600560148E-021
  0.113449998      -8.61407126E-11  -8.6140712618476552E-021
  0.113499999      -8.24402699E-11  -8.2440269888461869E-021
  0.113550000      -7.88971943E-11  -7.8897194333293891E-021
  0.113600001      -7.55048871E-11  -7.5504887064870023E-021
  0.113650002      -7.22569712E-11  -7.2256971239692553E-021
  0.113700002      -6.91473823E-11  -6.9147382264489458E-021
  0.113750003      -6.61702707E-11  -6.6170270651699782E-021
  0.113799997      -6.33200714E-11  -6.3320071408412558E-021
  0.113849998      -6.05914138E-11  -6.0591413830746175E-021
  0.113899998      -5.79791805E-11  -5.7979180484446501E-021
  0.113949999      -5.54784517E-11  -5.5478451693735665E-021
  0.114000000      -5.30845090E-11  -5.3084509010759005E-021
  0.114050001      -5.07928422E-11  -5.0792842154478993E-021
  0.114100002      -4.85991351E-11  -4.8599135132887385E-021
  0.114150003      -4.64992350E-11  -4.6499235017982699E-021
  0.114200003      -4.44891693E-11  -4.4489169293004948E-021
  0.114249997      -4.25651389E-11  -4.2565138913541741E-021
  0.114299998      -4.07234975E-11  -4.0723497490846580E-021
  0.114349999      -3.89607548E-11  -3.8960754761285798E-021
  0.114399999      -3.72735627E-11  -3.7273562708550755E-021
  0.114450000      -3.56587156E-11  -3.5658715563657849E-021
  0.114500001      -3.41131429E-11  -3.4113142866054602E-021
  0.114550002      -3.26339060E-11  -3.2633905994172707E-021
  0.114600003      -3.12181808E-11  -3.1218180818193273E-021
  0.114650004      -2.98632750E-11  -2.9863275047281589E-021
  0.114699997      -2.85665953E-11  -2.8566595269841067E-021
  0.114749998      -2.73256712E-11  -2.7325671239641915E-021
  0.114799999      -2.61381247E-11  -2.6138124650798568E-021
  0.114850000      -2.50016830E-11  -2.5001683015557498E-021
  0.114900000      -2.39141727E-11  -2.3914172725403305E-021
  0.114950001      -2.28735052E-11  -2.2873505173270913E-021
  0.115000002      -2.18776854E-11  -2.1877685427162951E-021
  0.115050003      -2.09247966E-11  -2.0924796617638462E-021
  0.115099996      -2.00130086E-11  -2.0013008611430293E-021
  0.115149997      -1.91405659E-11  -1.9140565868380756E-021
  0.115199998      -1.83057874E-11  -1.8305787441441622E-021
  0.115249999      -1.75070652E-11  -1.7507065241950668E-021
  0.115300000      -1.67428554E-11  -1.6742855366014276E-021
  0.115350001      -1.60116816E-11  -1.6011681563954384E-021
  0.115400001      -1.53121318E-11  -1.5312131770861548E-021
  0.115450002      -1.46428494E-11  -1.4642849432977555E-021
  0.115500003      -1.40025404E-11  -1.4002540446589329E-021
  0.115549996      -1.33899601E-11  -1.3389960147602854E-021
  0.115599997      -1.28039220E-11  -1.2803921985160560E-021
  0.115649998      -1.22432871E-11  -1.2243287113300472E-021
  0.115699999      -1.17069635E-11  -1.1706963523594459E-021
  0.115750000      -1.11939095E-11  -1.1193909514595201E-021
  0.115800001      -1.07031233E-11  -1.0703123283495320E-021
  0.115850002      -1.02336507E-11  -1.0233650732383027E-021
  0.115900002      -9.78457333E-12  -9.7845733251777928E-022
  0.115950003      -9.35501416E-12  -9.3550141591625114E-022
  0.115999997      -8.94413276E-12  -8.9441327608130731E-022
  0.116049998      -8.55112682E-12  -8.5511268205218378E-022
  0.116099998      -8.17522439E-12  -8.1752243863419950E-022
  0.116149999      -7.81568907E-12  -7.8156890681579933E-022
  0.116200000      -7.47181570E-12  -7.4718157008768496E-022
  0.116250001      -7.14292774E-12  -7.1429277423429305E-022
  0.116300002      -6.82837944E-12  -6.8283794417423046E-022
  0.116350003      -6.52755150E-12  -6.5275515027940485E-022
  0.116400003      -6.23985108E-12  -6.2398510837502471E-022
  0.116449997      -5.96471093E-12  -5.9647109300342564E-022
  0.116499998      -5.70158807E-12  -5.7015880731980938E-022
  0.116549999      -5.44996253E-12  -5.4499625298798367E-022
  0.116599999      -5.20933774E-12  -5.2093377354844875E-022
  0.116650000      -4.97923621E-12  -4.9792362073752816E-022
  0.116700001      -4.75920258E-12  -4.7592025806397768E-022
  0.116750002      -4.54880101E-12  -4.5488010060046321E-022
  0.116800003      -4.34761428E-12  -4.3476142824738777E-022
  0.116850004      -4.15524126E-12  -4.1552412552436914E-022
  0.116899997      -3.97130115E-12  -3.9713011525110974E-022
  0.116949998      -3.79542708E-12  -3.7954270802609269E-022
  0.116999999      -3.62726862E-12  -3.6272686243510321E-022
  0.117050000      -3.46649055E-12  -3.4664905494696808E-022
  0.117100000      -3.31277280E-12  -3.3127727991355549E-022
  0.117150001      -3.16580768E-12  -3.1658076767721034E-022
  0.117200002      -3.02530136E-12  -3.0253013635905821E-022
  0.117250003      -2.89097305E-12  -2.8909730512283184E-022
  0.117299996      -2.76255342E-12  -2.7625534238656659E-022
  0.117349997      -2.63978531E-12  -2.6397853087473111E-022
  0.117399998      -2.52242216E-12  -2.5224221582992311E-022
  0.117449999      -2.41022892E-12  -2.4102289174904311E-022
  0.117500000      -2.30297899E-12  -2.3029789880668616E-022
  0.117550001      -2.20045748E-12  -2.2004574811579360E-022
  0.117600001      -2.10245753E-12  -2.1024575309891435E-022
  0.117650002      -2.00878181E-12  -2.0087818127650925E-022
  0.117700003      -1.91924124E-12  -1.9192412416269012E-022
  0.117749996      -1.83365476E-12  -1.8336547558117644E-022
  0.117799997      -1.75184997E-12  -1.7518499671742571E-022
  0.117849998      -1.67366088E-12  -1.6736608843617718E-022
  0.117899999      -1.59892954E-12  -1.5989295391177772E-022
  0.117950000      -1.52750436E-12  -1.5275043599785599E-022
  0.118000001      -1.45924050E-12  -1.4592404975338758E-022
  0.118050002      -1.39399917E-12  -1.3939991739056468E-022
  0.118100002      -1.33164790E-12  -1.3316478995883951E-022
  0.118150003      -1.27206004E-12  -1.2720600397683745E-022
  0.118199997      -1.21511416E-12  -1.2151141638022667E-022
  0.118249997      -1.16069405E-12  -1.1606940452171810E-022
  0.118299998      -1.10868910E-12  -1.1086890953915240E-022
  0.118349999      -1.05899285E-12  -1.0589928456719576E-022
  0.118400000      -1.01150392E-12  -1.0115039231553546E-022
  0.118450001      -9.66125075E-13  -9.6612507490684280E-023
  0.118500002      -9.22763493E-13  -9.2276349322045764E-023
  0.118550003      -8.81330436E-13  -8.8133043614838091E-023
  0.118600003      -8.41740740E-13  -8.4174073960996409E-023
  0.118649997      -8.03913305E-13  -8.0391330528270523E-023
  0.118699998      -7.67770342E-13  -7.6777034166072844E-023
  0.118749999      -7.33237635E-13  -7.3323763510532714E-023
  0.118799999      -7.00244062E-13  -7.0024406195398627E-023
  0.118850000      -6.68721643E-13  -6.6872164273049094E-023
  0.118900001      -6.38605434E-13  -6.3860543372470936E-023
  0.118950002      -6.09833202E-13  -6.0983320173194079E-023
  0.119000003      -5.82345641E-13  -5.8234564089335026E-023
  0.119050004      -5.56085831E-13  -5.5608583059488240E-023
  0.119099997      -5.30999561E-13  -5.3099956072791277E-023
  0.119149998      -5.07034735E-13  -5.0703473537805356E-023
  0.119199999      -4.84141752E-13  -4.8414175229591350E-023
  0.119250000      -4.62273123E-13  -4.6227312342633776E-023
  0.119300000      -4.41383421E-13  -4.4138342069829916E-023
  0.119350001      -4.21429249E-13  -4.2142924891984398E-023
  0.119400002      -4.02369083E-13  -4.0236908314776610E-023
  0.119450003      -3.84163214E-13  -3.8416321447749814E-023
  0.119499996      -3.66773750E-13  -3.6677375004311174E-023
  0.119549997      -3.50164369E-13  -3.5016436907182867E-023
  0.119599998      -3.34300458E-13  -3.3430045840929233E-023
  0.119649999      -3.19148814E-13  -3.1914881436397037E-023
  0.119700000      -3.04677778E-13  -3.0467777823242617E-023
  0.119750001      -2.90857047E-13  -2.9085704656393872E-023
  0.119800001      -2.77657671E-13  -2.7765767116050278E-023
  0.119850002      -2.65051951E-13  -2.6505195065661123E-023
  0.119900003      -2.53013485E-13  -2.5301348472936414E-023
  0.119949996      -2.41516930E-13  -2.4151693015297960E-023
  0.119999997      -2.30538136E-13  -2.3053813632406551E-023
  0.120049998      -2.20053969E-13  -2.2005396907876644E-023
  0.120099999      -2.10042378E-13  -2.1004237845539952E-023
  0.120150000      -2.00482250E-13  -2.0048224961665555E-023
  0.120200001      -1.91353403E-13  -1.9135340284959918E-023
  0.120250002      -1.82636566E-13  -1.8263656646061442E-023
  0.120300002      -1.74313295E-13  -1.7431329546024193E-023
  0.120350003      -1.66366012E-13  -1.6636601222076024E-023
  0.120399997      -1.58777885E-13  -1.5877788450344156E-023
  0.120449997      -1.51532798E-13  -1.5153279835349725E-023
  0.120499998      -1.44615399E-13  -1.4461539875765956E-023
  0.120549999      -1.38011008E-13  -1.3801100832901842E-023
  0.120600000      -1.31705587E-13  -1.3170558664944016E-023
  0.120650001      -1.25685717E-13  -1.2568571671704027E-023
  0.120700002      -1.19938578E-13  -1.1993857784112909E-023
  0.120750003      -1.14451946E-13  -1.1445194564221189E-023
  0.120800003      -1.09214111E-13  -1.0921411073682579E-023
  0.120849997      -1.04213879E-13  -1.0421387873753990E-023
  0.120899998      -9.94405838E-14  -9.9440583805482376E-024
  0.120949998      -9.48840141E-14  -9.4884014111441120E-024
  0.120999999      -9.05344118E-14  -9.0534411835863772E-024
  0.121050000      -8.63824732E-14  -8.6382473168857692E-024
  0.121100001      -8.24192805E-14  -8.2419280547554187E-024
  0.121150002      -7.86363433E-14  -7.8636343313689966E-024
  0.121200003      -7.50255232E-14  -7.5025523174707810E-024
  0.121250004      -7.15790749E-14  -7.1579074861338045E-024
  0.121299997      -6.82895716E-14  -6.8289571588699139E-024
  0.121349998      -6.51499322E-14  -6.5149932161352035E-024
  0.121399999      -6.21533939E-14  -6.2153393868245869E-024
  0.121450000      -5.92934854E-14  -5.9293485377663601E-024
  0.121500000      -5.65640335E-14  -5.6564033513485653E-024
  0.121550001      -5.39591429E-14  -5.3959142926399137E-024
  0.121600002      -5.14731825E-14  -5.1473182541370705E-024
  0.121650003      -4.91007652E-14  -4.9100765228855811E-024
  0.121699996      -4.68367512E-14  -4.6836751192930526E-024
  0.121749997      -4.46762344E-14  -4.4676234418764349E-024
  0.121799998      -4.26145223E-14  -4.2614522343829491E-024
  0.121849999      -4.06471392E-14  -4.0647139246032664E-024
  0.121900000      -3.87698025E-14  -3.8769802526792544E-024
  0.121950001      -3.69784363E-14  -3.6978436263566948E-024
  0.122000001      -3.52691272E-14  -3.5269127164139558E-024
  0.122050002      -3.36381517E-14  -3.3638151671674252E-024
  0.122100003      -3.20819590E-14  -3.2081959024056124E-024
  0.122149996      -3.05971441E-14  -3.0597144148837228E-024
  0.122199997      -2.91804646E-14  -2.9180464603895465E-024
  0.122249998      -2.78288186E-14  -2.7828818554577992E-024
  0.122299999      -2.65392465E-14  -2.6539246467767105E-024
  0.122350000      -2.53089260E-14  -2.5308926029682549E-024
  0.122400001      -2.41351586E-14  -2.4135158593354377E-024
  0.122450002      -2.30153624E-14  -2.3015362402359350E-024
  0.122500002      -2.19470811E-14  -2.1947081061150441E-024
  0.122550003      -2.09279649E-14  -2.0927964900331956E-024
  0.122599997      -1.99557727E-14  -1.9955772670725465E-024
  0.122649997      -1.90283580E-14  -1.9028357990842624E-024
  0.122699998      -1.81436829E-14  -1.8143682899412343E-024
  0.122749999      -1.72997891E-14  -1.7299789056260570E-024
  0.122800000      -1.64948130E-14  -1.6494812988903339E-024
  0.122850001      -1.57269793E-14  -1.5726979316283210E-024
  0.122900002      -1.49945872E-14  -1.4994587196242096E-024
  0.122950003      -1.42960154E-14  -1.4296015407718952E-024
  0.123000003      -1.36297147E-14  -1.3629714727453248E-024
  0.123049997      -1.29942079E-14  -1.2994207929984975E-024
  0.123099998      -1.23880830E-14  -1.2388083011391060E-024
  0.123149998      -1.18099949E-14  -1.1809994883351260E-024
  0.123199999      -1.12586577E-14  -1.1258657749851647E-024
  0.123250000      -1.07328417E-14  -1.0732841719052807E-024
  0.123300001      -1.02313796E-14  -1.0231379579553421E-024
  0.123350002      -9.75314986E-15  -9.7531498597313272E-025
